branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 1554, 24, 0, 145, 0, 121, 0, 0, 0, 40078, 7275, 33586
50, 2, 2111, 44, 0, 232, 0, 188, 0, 0, 0, 25469, 8257, 28074
50, 2, 1602, 43, 0, 245, 0, 202, 0, 0, 0, 36588, 6872, 22781
50, 2, 2355, 26, 0, 148, 0, 122, 0, 0, 0, 70747, 11524, 41070
50, 2, 1699, 45, 0, 257, 0, 212, 0, 0, 0, 33299, 9385, 35474
50, 2, 1607, 22, 0, 111, 0, 89, 0, 0, 0, 35314, 6042, 25879
50, 2, 1324, 1, 0, 5, 0, 4, 0, 0, 0, 30511, 4874, 17755
50, 2, 2202, 19, 0, 116, 0, 97, 0, 0, 0, 34866, 7244, 25682
50, 2, 1737, 41, 0, 202, 0, 161, 0, 0, 0, 40242, 11525, 28951
50, 2, 1175, 33, 0, 153, 0, 120, 0, 0, 0, 38817, 7267, 28476
50, 2, 2078, 2, 0, 9, 0, 7, 0, 0, 0, 26854, 5815, 37007
50, 2, 2049, 1, 0, 7, 0, 6, 0, 0, 0, 29751, 5801, 34491
50, 2, 1382, 30, 0, 149, 0, 119, 0, 0, 0, 36549, 6624, 24173
50, 2, 1424, 22, 0, 134, 0, 112, 0, 0, 0, 39838, 7484, 36064
50, 2, 1961, 23, 0, 87, 0, 64, 0, 0, 0, 33509, 8843, 28613
50, 2, 2524, 28, 0, 141, 0, 113, 0, 0, 0, 41295, 9205, 35646
50, 2, 1584, 37, 0, 212, 0, 175, 0, 0, 0, 23722, 8928, 38309
50, 2, 2079, 37, 0, 198, 0, 161, 0, 0, 0, 25746, 8659, 28546
50, 2, 1829, 39, 0, 225, 0, 186, 0, 0, 0, 31864, 9623, 41559
50, 2, 1424, 49, 0, 222, 0, 173, 0, 0, 0, 54570, 8037, 29460
50, 2, 1904, 50, 0, 263, 0, 213, 0, 0, 0, 31271, 7754, 40431
50, 2, 1902, 14, 0, 47, 0, 33, 0, 0, 0, 36257, 7573, 42189
50, 2, 1612, 50, 0, 314, 0, 264, 0, 0, 0, 27992, 7679, 23457
50, 2, 1937, 4, 0, 10, 0, 6, 0, 0, 0, 39606, 9105, 27726
50, 2, 1898, 36, 0, 208, 0, 172, 0, 0, 0, 31137, 7664, 28582
50, 2, 1623, 7, 0, 62, 0, 55, 0, 0, 0, 37998, 5084, 23308
50, 2, 1477, 32, 0, 152, 0, 120, 0, 0, 0, 25250, 8120, 36774
50, 2, 2287, 38, 0, 158, 0, 120, 0, 0, 0, 51465, 9817, 37976
